idnaicsLookup,naicsCode,naicsName
620,332999,All Other Misc. Fabricated Metal Product Mfg.
621,336370,Motor Vehicle Metal Stamping
622,332119,"Metal Crown, Closure, and Other Metal Stamping (Except Automotive)"
623,333111,Farm Machinery and Equipment Mfg.
624,333120,Construction Machinery Mfg.
625,333999,All Other Misc. General Purpose Machinery Mfg.
626,333120,Construction Machinery Mfg.
627,333994,Industrial Process Furnace and Oven Mfg.
628,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Mfg."
629,336510,Railroad Rolling Stock Mfg.
630,333922,Conveyor and Conveying Equipment Mfg.
631,333519,Rolling Mill and Other Metalworking Machinery Mfg.
632,333131,Mining Machinery and Equipment Mfg.
633,333132,Oil and Gas Field Machinery and Equipment Mfg.
634,333923,"Overhead Traveling Crane, Hoist, and Monorail System Mfg."
635,333993,Packaging Machinery Mfg.
636,333243,"Sawmill, Woodworking, and Paper Machinery Mfg."
637,333249,Other Industrial Machinery Mfg.
638,333120,Construction Machinery Mfg.
639,333120,Construction Machinery Mfg.
640,333519,Rolling Mill and Other Metalworking Machinery Mfg.
641,332510,Hardware Mfg.
642,333242,Semiconductor Machinery Mfg.
643,333120,Construction Machinery Mfg.
644,333992,Welding and Soldering Equipment Mfg.
645,333249,Other Industrial Machinery Mfg.
646,333249,Other Industrial Machinery Mfg.
647,332994,"Small Arms, Ordnance, and Ordnance Accessories Mfg."
648,333244,Printing Machinery and Equipment Mfg.
649,333241,Food Product Machinery Mfg.
650,333997,Scale and Balance Mfg.
651,333318,Other Commercial and Service Industry Machinery Mfg.
652,334513,"Instruments and Related Products Mfg. for Measuring, Displaying, and Controlling Industrial Process Variables"
653,332994,"Small Arms, Ordnance, and Ordnance Accessories Mfg."
654,333318,Other Commercial and Service Industry Machinery Mfg.
655,334112,Computer Storage Device Mfg.
656,334111,Electronic Computer Mfg.
657,334118,Computer Terminal and Other Computer Peripheral Equipment Mfg.
658,334118,Computer Terminal and Other Computer Peripheral Equipment Mfg.
659,334111,Computer and Peripheral Equipment Mfg.
660,339999,All Other Misc. Mfg.
661,332993,Ammunition (Except Small Arms) Mfg.
662,334514,Totalizing Fluid Meter and Counting Device Mfg.
663,334111,Computer and Peripheral Equipment Mfg.
664,333249,Other Industrial Machinery Mfg.
665,333249,Other Industrial Machinery Mfg.
666,339999,All Other Misc. Mfg.
667,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Mfg."
668,334513,"Instruments and Related Products Mfg. for Measuring, Displaying, and Controlling Industrial Process Variables"
669,336310,Motor Vehicle Gasoline Engine and Engine Parts Mfg.
670,333618,Other Engine Equipment Mfg.
671,333995,Fluid Power Cylinder and Actuator Mfg.
672,333996,Fluid Power Pump and Motor Mfg.
673,333913,Measuring and Dispensing Pump Mfg.
674,333911,Pump and Pumping Equipment Mfg.
675,333611,Turbine and Turbine Generator Set Units Mfg.
676,332410,Power Boiler and Heat Exchanger Mfg.
677,336992,"Military Armored Vehicle, Tank, and Tank Component Mfg."
678,336611,Ship Building and Repairing
679,332420,Metal Tank (Heavy Gauge) Mfg.
680,332721,Precision Turned Product Mfg.
681,811118,Other Automotive Mechanical and Electrical Repair and Maintenance
682,811111,General Automotive Repair
683,333318,Other Commercial and Service Industry Machinery Mfg.
684,333318,Other Commercial and Service Industry Machinery Mfg.
685,332119,"Metal Crown, Closure, and Other Metal Stamping (Except Automotive)"
686,811411,Home and Garden Equipment Repair and Maintenance
687,332710,Machine Shops
688,336413,Other Aircraft Parts and Auxiliary Equipment Mfg.
689,333517,Machine Tool Mfg.
690,333517,Machine Tool Mfg.
691,811310,Commercial and Industrial Machinery and Equipment (Except Automotive and Electronic) Repair and Maintenance
692,333243,"Sawmill, Woodworking, and Paper Machinery Mfg."
693,336611,Ship Building and Repairing
694,332710,Machine Shops
695,332912,Fluid Power Valve and Hose Fitting Mfg.
696,332912,Fluid Power Valve and Hose Fitting Mfg.
697,332919,Other Metal Valve and Pipe Fitting Mfg.
698,332911,Industrial Valve Mfg.
699,334514,Totalizing Fluid Meter and Counting Device Mfg.
700,332710,Machine Shops
701,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Mfg."
702,332991,Ball and Roller Bearing Mfg.
703,333613,Mechanical Power Transmission Equipment Mfg.
704,335912,Primary Battery Mfg.
705,335312,Motor and Generator Mfg.
706,335311,"Power, Distribution, and Specialty Transformer Mfg."
707,335312,Motor and Generator Mfg.
708,334513,"Instruments and Related Products Mfg. for Measuring, Displaying, and Controlling Industrial Process Variables"
709,335932,Noncurrent-Carrying Wiring Device Mfg.
710,334416,"Electronic Coil, Transformer, and Other Inductor Mfg."
711,335314,Relay and Industrial Control Mfg.
712,333249,Other Industrial Machinery Mfg.
713,335313,Switchgear and Switchboard Apparatus Mfg.
714,335911,Storage Battery Mfg.
715,335911,Storage Battery Mfg.
716,336350,Motor Vehicle Transmission and Power Train Parts Mfg.
717,336320,Motor Vehicle Electrical and Electronic Equipment Mfg.
718,336330,Motor Vehicle Steering and Suspension Components (Except Spring) Mfg.
719,336320,Motor Vehicle Electrical and Electronic Equipment Mfg.
720,335931,Current-Carrying Wiring Device Mfg.
721,334418,Printed Circuit Assembly (Electronic Assembly) Mfg.
722,334412,Bare Printed Circuit Board Mfg.
723,334310,Audio and Video Equipment Mfg.
724,334220,Radio and Television Broadcasting and Wireless Communications Equipment Mfg.
725,334210,Telephone Apparatus Mfg.
726,334516,Analytical Laboratory Instrument Mfg.
727,339114,Dental Equipment and Supplies Mfg.
728,334515,Instrument Mfg. for Measuring and Testing Electricity and Electrical Signals
729,334517,Irradiation Apparatus Mfg.
730,334519,Other Measuring and Controlling Device Mfg.
731,339112,Surgical and Medical Instrument Mfg.
732,334510,Electromedical and Electrotherapeutic Apparatus Mfg.
733,213112,Support Activities for Oil and Gas Operations
734,238130,Framing Contractors
735,811211,Consumer Electronics Repair and Maintenance
736,811211,Consumer Electronics Repair and Maintenance
737,238290,Other Building Equipment Contractors
738,238220,"Plumbing, Heating, and Air Conditioning Contractors"
739,238290,Other Building Equipment Contractors
740,238290,Other Building Equipment Contractors
741,238290,Other Building Equipment Contractors
742,238290,Other Building Equipment Contractors
743,811310,Commercial and Industrial Machinery and Equipment (Except Automotive and Electronic) Repair and Maintenance
744,238290,Other Building Equipment Contractors
745,238290,Other Building Equipment Contractors
746,333249,Other Industrial Machinery Mfg.
747,238120,Structural Steel and Precast Concrete Contractors
748,238210,Electrical Contractors and Other Wiring Installation Contractors
749,238210,Electrical Contractors and Other Wiring Installation Contractors
750,811310,Commercial and Industrial Machinery and Equipment (Except Automotive and Electronic) Repair and Maintenance
751,811310,Commercial and Industrial Machinery and Equipment (Except Automotive and Electronic) Repair and Maintenance
752,562991,Septic Tank and Related Services
753,238120,Structural Steel and Precast Concrete Contractors
754,238120,Structural Steel and Precast Concrete Contractors
755,336390,Other Motor Vehicle Parts Mfg.
756,336390,Other Motor Vehicle Parts Mfg.
757,336111,Automobile Mfg.
758,336120,Heavy Duty Truck Mfg.
759,336999,All Other Transportation Equipment Mfg.
760,336120,Heavy Duty Truck Mfg.
761,336112,Light Truck and Utility Vehicle Mfg.
762,336213,Motor Home Mfg.
763,336214,Travel Trailer and Camper Mfg.
764,336212,Truck Trailer Mfg.
765,423930,Recyclable Material Merchant Wholesalers
766,336211,Motor Vehicle Body Mfg.
767,336211,Motor Vehicle Body Mfg.
768,336211,Motor Vehicle Body Mfg.
769,336211,Motor Vehicle Body Mfg.
770,336412,Aircraft Engine and Engine Parts Mfg.
771,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Mfg.
772,336310,Motor Vehicle Gasoline Engine and Engine Parts Mfg.
773,336411,Airplane Mfg.
774,336414,Guided Missile and Space Vehicle Mfg.
775,336991,"Motorcycle, Bicycle, and Parts Mfg."
776,336991,"Motorcycle, Bicycle, and Parts Mfg."
777,336999,All Other Transportation Equipment Mfg.
778,336991,"Motorcycle, Bicycle, and Parts Mfg."
779,336510,Railroad Rolling Stock Mfg.
780,212325,Clay and Ceramic and Refractory Minerals Mining
781,237990,Other Heavy and Civil Engineering Construction
782,212321,Construction Sand and Gravel Mining
783,212322,Industrial Sand Mining
784,327331,Concrete Block and Brick Mfg.
785,327120,Clay Building Material and Refractories Mfg.
786,327120,Clay Building Material and Refractories Mfg.
787,327110,"Pottery, Ceramics, and Plumbing Fixture Mfg."
788,327110,"Pottery, Ceramics, and Plumbing Fixture Mfg."
789,327120,Clay Building Material and Refractories Mfg.
790,327120,Clay Building Material and Refractories Mfg.
791,327120,Clay Building Material and Refractories Mfg.
792,327120,Clay Building Material and Refractories Mfg.
793,339995,Burial Casket Mfg.
794,327331,Concrete Block and Brick Mfg.
795,327332,Concrete Pipe Mfg.
796,327390,Other Concrete Product Mfg.
797,327999,All Other Misc. Nonmetallic Mineral Product Mfg.
798,327999,All Other Misc. Nonmetallic Mineral Product Mfg.
799,327999,All Other Misc. Nonmetallic Mineral Product Mfg.
800,327999,All Other Misc. Nonmetallic Mineral Product Mfg.
801,327420,Gypsum Product Mfg.
802,327110,"Pottery, Ceramics, and Plumbing Fixture Mfg."
803,327110,"Pottery, Ceramics, and Plumbing Fixture Mfg."
804,327110,"Pottery, Ceramics, and Plumbing Fixture Mfg."
805,327110,"Pottery, Ceramics, and Plumbing Fixture Mfg."
806,327212,Other Pressed and Blown Glass and Glassware Mfg.
807,327211,Flat Glass Mfg.
808,334111,Electronic Computer Mfg.
809,334419,Other Electronic Component Mfg.
810,335110,Electric Lamp Bulb and Part Mfg.
811,335921,Fiber Optic Cable Mfg.
812,327212,Other Pressed and Blown Glass and Glassware Mfg.
813,327212,Other Pressed and Blown Glass and Glassware Mfg.
814,327213,Glass Container Mfg.
815,327213,Glass Container Mfg.
816,327213,Glass Container Mfg.
817,327212,Other Pressed and Blown Glass and Glassware Mfg.
818,444190,Other Building Material Dealers
819,327211,Flat Glass Mfg.
820,327215,Glass Product Mfg. Made of Purchased Glass
821,327215,Glass Product Mfg. Made of Purchased Glass
822,339115,Ophthalmic Goods Mfg.
823,339115,Ophthalmic Goods Mfg.
824,333314,Optical Instrument and Lens Mfg.
825,322110,Pulp Mills
826,322110,Pulp Mills
827,322121,Paper (Except Newsprint) Mills
828,322121,Paper (Except Newsprint) Mills
829,322122,Newsprint Mills
830,322130,Paperboard Mills
831,321219,Reconstituted Wood Product Mfg.
832,322219,Other Paperboard Container Mfg.
833,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Mfg.
834,322212,Folding Paperboard Box Mfg.
835,322211,Corrugated and Solid Fiber Box Mfg.
836,322211,Corrugated and Solid Fiber Box Mfg.
837,322220,Paper Bag and Coated and Treated Paper Mfg.
838,322220,Paper Bag and Coated and Treated Paper Mfg.
839,322220,Paper Bag and Coated and Treated Paper Mfg.
840,322299,All Other Converted Paper Product Mfg.
841,322220,Paper Bag and Coated and Treated Paper Mfg.
842,322220,Paper Bag and Coated and Treated Paper Mfg.
843,339940,Office Supplies (Except Paper) Mfg.
844,339940,Office Supplies (Except Paper) Mfg.
845,323117,Books Printing
846,322230,Stationery Product Mfg.
847,322230,Stationery Product Mfg.
848,339940,Office Supplies (Except Paper) Mfg.
849,322299,All Other Converted Paper Product Mfg.
850,322299,All Other Converted Paper Product Mfg.
851,326150,Urethane and Other Foam Product (Except Polystyrene) Mfg.
852,326150,Urethane and Other Foam Product (Except Polystyrene) Mfg.
853,326150,Urethane and Other Foam Product (Except Polystyrene) Mfg.
854,322220,Paper Bag and Coated and Treated Paper Mfg.
855,326111,Plastics Bag and Pouch Mfg.
856,322220,Paper Bag and Coated and Treated Paper Mfg.
857,326111,Plastics Bag and Pouch Mfg.
858,322230,Stationery Product Mfg.
859,322219,Other Paperboard Container Mfg.
860,325998,All Other Misc. Chemical Product and Preparation Mfg.
861,322219,Other Paperboard Container Mfg.
862,322299,All Other Converted Paper Product Mfg.
863,322291,Sanitary Paper Product Mfg.
864,322220,Paper Bag and Coated and Treated Paper Mfg.
865,511199,All Other Publishers
866,511199,All Other Publishers
867,511199,All Other Publishers
868,324122,Asphalt Shingle and Coating Materials Mfg.
869,323117,Books Printing
870,323111,Commercial Printing (Except Screen and Books)
871,511140,Directory and Mailing List Publishers
872,323111,Commercial Printing (Except Screen and Books)
873,323120,Support Activities for Printing
874,323111,Commercial Printing (Except Screen and Books)
875,511191,Greeting Card Publishers
876,323111,Commercial Printing (Except Screen and Books)
877,323111,Commercial Printing (Except Screen and Books)
878,512230,Music Publishers
879,323111,Commercial Gravure Printing
880,323111,Commercial Printing (Except Screen and Books)
881,323111,Commercial Printing (Except Screen and Books)
882,323111,Commercial Printing (Except Screen and Books)
883,323111,Commercial Printing (Except Screen and Books)
884,339940,Office Supplies (Except Paper) Mfg.
885,511199,All Other Publishers
886,339950,Sign Mfg.
887,339950,Sign Mfg.
888,339950,Sign Mfg.
889,339950,Sign Mfg.
890,511110,Newspaper Publishers
891,511110,Newspaper Publishers
892,323120,Support Activities for Printing
893,323120,Support Activities for Printing
894,323111,Commercial Printing (Except Screen and Books)
895,332812,"Metal Coating, Engraving (Except Jewelry and Silverware), and Allied Services to Manufacturers"
896,332812,"Metal Coating, Engraving (Except Jewelry and Silverware), and Allied Services to Manufacturers"
897,512191,Teleproduction and Other Postproduction Services
898,334614,"Prerecorded Compact Disc (Except Software), Tape, and Record Producing"
899,512120,Motion Picture and Video Distribution
900,512220,Integrated Record Production/Distribution
901,512120,Motion Picture and Video Distribution
902,512199,Other Motion Picture and Video Industries
903,512240,Sound Recording Studios
904,541922,Commercial Photography
905,812921,Photofinishing Laboratories (Except One-Hour)
906,812922,One-Hour Photofinishing
907,541921,"Photography Studios, Portrait"
908,316210,Footwear Mfg.
909,325991,Custom Compounding of Purchased Resins
910,326220,Rubber and Plastics Hoses and Belting Mfg.
911,326299,All Other Rubber Product Mfg.
912,326299,All Other Rubber Product Mfg.
913,326291,Rubber Product Mfg. for Mechanical Use
914,326299,All Other Rubber Product Mfg.
915,326211,Tire Mfg. (Except Retreading)
916,326211,Tire Mfg. (Except Retreading)
917,326211,Tire Mfg. (Except Retreading)
918,334310,Audio and Video Equipment Mfg.
919,334613,Blank Magnetic and Optical Recording Media Mfg.
920,334614,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing"
921,512210,Record Production
922,334614,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing"
923,512290,Other Sound Recording Industries
924,339940,Office Supplies (Except Paper) Mfg.
925,339940,Office Supplies (Except Paper) Mfg.
926,339940,Office Supplies (Except Paper) Mfg.
927,325510,Paint and Coating Mfg.
928,325510,Paint and Coating Mfg.
929,326199,All Other Plastics Product Mfg.
930,326199,All Other Plastics Product Mfg.
931,326199,All Other Plastics Product Mfg.
932,326199,All Other Plastics Product Mfg.
933,325220,Artificial and Synthetic Fibers and Filaments Mfg.
934,326122,Plastics Pipe and Pipe Fitting Mfg.
935,326122,Plastics Pipe and Pipe Fitting Mfg.
936,326112,Plastics Packaging Film and Sheet (Including Laminated) Mfg.
937,325211,Plastics Material and Resin Mfg.
938,326113,Unlaminated Plastics Film and Sheet (Except Packaging) Mfg.
939,326121,Unlaminated Plastics Profile Shape Mfg.
940,335929,Other Communication and Energy Wire Mfg.
941,335929,Other Communication and Energy Wire Mfg.
942,326160,Plastics Bottle Mfg.
943,326160,Plastics Bottle Mfg.
944,339993,"Fastener, Button, Needle, and Pin Mfg."
945,339930,"Doll, Toy, and Game Mfg."
946,326199,All Other Plastics Product Mfg.
947,326140,Polystyrene Foam Product Mfg.
948,326199,All Other Plastics Product Mfg.
949,326199,All Other Plastics Product Mfg.
950,326130,"Laminated Plastics Plate, Sheet (Except Packaging), and Shape Mfg."
951,326140,Polystyrene Foam Product Mfg.
952,326130,"Laminated Plastics Plate, Sheet (Except Packaging), and Shape Mfg."
953,326199,All Other Plastics Product Mfg.
954,326140,Polystyrene Foam Product Mfg.
955,326191,Plastics Plumbing Fixture Mfg.
956,339999,All Other Misc. Mfg.
957,313320,Fabric Coating Mills
958,313320,Fabric Coating Mills
959,316110,Leather and Hide Tanning and Finishing
960,326199,All Other Plastics Product Mfg.
961,326199,All Other Plastics Product Mfg.
962,313320,Fabric Coating Mills
963,541620,Environmental Consulting Services
964,541380,Testing Laboratories
965,541620,Environmental Consulting Services
966,541711,Research and Development in Biotechnology
967,541712,"Research and Development in the Physical, Engineering, and Life Sciences (Except Biotechnology)"
968,325612,Polish and Other Sanitation Good Mfg.
969,339999,All Other Misc. Mfg.
970,325612,Polish and Other Sanitation Good Mfg.
971,324191,Petroleum Lubricating Oil and Grease Mfg.
972,325910,Printing Ink Mfg.
973,325910,Printing Ink Mfg.
974,325520,Adhesive Mfg.
975,325612,Polish and Other Sanitation Good Mfg.
976,325612,Polish and Other Sanitation Good Mfg.
977,325612,Polish and Other Sanitation Good Mfg.
978,325520,Adhesive Mfg.
979,325130,Synthetic Dye and Pigment Mfg.
980,325510,Paint and Coating Mfg.
981,325510,Paint and Coating Mfg.
982,325199,All Other Basic Organic Chemical Mfg.
983,311942,Spice and Extract Mfg.
984,325180,Other Basic Inorganic Chemical Mfg.
985,325312,Phosphatic Fertilizer Mfg.
986,325311,Nitrogenous Fertilizer Mfg.
987,325314,Fertilizer (Mixing Only) Mfg.
988,325620,Toilet Preparation Mfg.
989,325412,Pharmaceutical Preparation Mfg.
990,325120,Industrial Gas Mfg.
991,325120,Industrial Gas Mfg.
992,561790,Other Services to Buildings and Dwellings
993,325120,Industrial Gas Mfg.
994,325120,Industrial Gas Mfg.
995,325520,Adhesive Mfg.
996,311613,Rendering and Meat Byproduct Processing
997,311224,Soybean and Other Oilseed Processing
998,311224,Soybean and Other Oilseed Processing
999,311224,Soybean and Other Oilseed Processing
1000,311225,Fats and Oils Refining and Blending
1001,311224,Soybean and Other Oilseed Processing
1002,311224,Soybean and Other Oilseed Processing
1003,311224,Soybean and Other Oilseed Processing
1004,339116,Dental Laboratories
1005,339113,Surgical Appliance and Supplies Mfg.
1006,339113,Surgical Appliance and Supplies Mfg.
1007,339113,Surgical Appliance and Supplies Mfg.
1008,311221,Wet Corn Milling
1009,311221,Wet Corn Milling
1010,311221,Wet Corn Milling
1011,311224,Soybean and Other Oilseed Processing
1012,325611,Soap and Other Detergent Mfg.
1013,325611,Soap and Other Detergent Mfg.
1014,325611,Soap and Other Detergent Mfg.
1015,211112,Natural Gas Liquid Extraction
1016,324110,Petroleum Refineries
1017,324121,Asphalt Paving Mixture and Block Mfg.
1018,325212,Synthetic Rubber Mfg.
1019,332993,Ammunition (Except Small Arms) Mfg.
1020,332993,Ammunition (Except Small Arms) Mfg.
1021,332992,Small Arms Ammunition Mfg.
1022,325920,Explosives Mfg.
1023,325920,Explosives Mfg.
1024,325412,Pharmaceutical Preparation Mfg.
1025,325412,Pharmaceutical Preparation Mfg.
1026,311942,Spice and Extract Mfg.
1027,325413,In-Vitro Diagnostic Substance Mfg.
1028,311942,Spice and Extract Mfg.
1029,325411,Medicinal and Botanical Mfg.
1030,325130,Synthetic Dye and Pigment Mfg.
1031,325130,Synthetic Dye and Pigment Mfg.
1032,325613,Surface Active Agent Mfg.
1033,561710,Exterminating and Pest Control Services
1034,325414,Pharmaceutical Preparation Mfg.
1035,325414,Biological Product (Except Diagnostic) Mfg.
1036,325311,Nitrogenous Fertilizer Mfg.
1037,325311,Nitrogenous Fertilizer Mfg.
1038,325613,Surface Active Agent Mfg.
1039,325110,Petrochemical Mfg.
1040,325180,Other Basic Inorganic Chemical Mfg.
1041,325613,Surface Active Agent Mfg.
1042,325180,Other Basic Inorganic Chemical Mfg.
1043,325110,Petrochemical Mfg.
1044,325320,Pesticide and Other Agricultural Chemical Mfg.
1045,325320,Pesticide and Other Agricultural Chemical Mfg.
1046,325320,Pesticide and Other Agricultural Chemical Mfg.
1047,325320,Pesticide and Other Agricultural Chemical Mfg.
1048,325110,Petrochemical Mfg.
1049,325110,Petrochemical Mfg.
1050,325212,Synthetic Rubber Mfg.
1051,325613,Surface Active Agent Mfg.
1052,339920,Sporting and Athletic Goods Mfg.
1053,339920,Sporting and Athletic Goods Mfg.
1054,316998,All Other Leather Good and Allied Product Mfg.
1055,339920,Sporting and Athletic Goods Mfg.
1056,316998,All Other Leather Good and Allied Product Mfg.
1057,339920,Sporting and Athletic Goods Mfg.
1058,316998,All Other Leather Good and Allied Product Mfg.
1059,333316,Photographic and Photocopying Equipment Mfg.
1060,325992,"Photographic Film, Paper, Plate, and Chemical Mfg."
1061,238310,Drywall and Insulation Contractors
1062,238140,Masonry Contractors
1063,238140,Masonry Contractors
1064,238140,Masonry Contractors
1065,238140,Masonry Contractors
1066,238390,Other Building Finishing Contractors
1067,238910,Site Preparation Contractors
1068,237310,"Highway, Street, and Bridge Construction"
1069,238320,Painting and Wall Covering Contractors
1070,238120,Structural Steel and Precast Concrete Contractors
1071,238190,"Other Foundation, Structure, and Building Exterior Contractors"
1072,237310,"Highway, Street, and Bridge Construction"
1073,238120,Structural Steel and Precast Concrete Contractors
1074,238120,Structural Steel and Precast Concrete Contractors
1075,238120,Structural Steel and Precast Concrete Contractors
1076,238990,All Other Specialty Trade Contractors
1077,238990,All Other Specialty Trade Contractors
1078,238120,Structural Steel and Precast Concrete Contractors
1079,213112,Support Activities for Oil and Gas Operations
1080,238990,All Other Specialty Trade Contractors
1081,238990,All Other Specialty Trade Contractors
1082,238290,Other Building Equipment Contractors
1083,238910,Site Preparation Contractors
1084,238120,Structural Steel and Precast Concrete Contractors
1085,238120,Structural Steel and Precast Concrete Contractors
1086,238390,Other Building Finishing Contractors
1087,541410,Interior Design Services
1088,238130,Framing Contractors
1089,238390,Other Building Finishing Contractors
1090,237990,Other Heavy and Civil Engineering Construction
1091,237990,Other Heavy and Civil Engineering Construction
1092,238390,Other Building Finishing Contractors
1093,238390,Other Building Finishing Contractors
1094,238390,Other Building Finishing Contractors
1095,238290,Other Building Equipment Contractors
1096,238220,"Plumbing, Heating, and Air Conditioning Contractors"
1097,238220,"Plumbing, Heating, and Air Conditioning Contractors"
1098,238220,"Plumbing, Heating, and Air Conditioning Contractors"
1099,238220,"Plumbing, Heating, and Air Conditioning Contractors"
1100,238220,"Plumbing, Heating, and Air Conditioning Contractors"
1101,238220,"Plumbing, Heating, and Air Conditioning Contractors"
1102,238220,"Plumbing, Heating, and Air Conditioning Contractors"
1103,811310,Commercial and Industrial Machinery and Equipment (Except Automotive and Electronic) Repair and Maintenance
1104,238220,"Plumbing, Heating, and Air Conditioning Contractors"
1105,562991,Septic Tank and Related Services
1106,238220,"Plumbing, Heating, and Air Conditioning Contractors"
1107,238220,"Plumbing, Heating, and Air Conditioning Contractors"
1108,238220,"Plumbing, Heating, and Air Conditioning Contractors"
1109,237130,Power and Communication Line and Related Structures Construction
1110,238210,Electrical Contractors and Other Wiring Installation Contractors
1111,238210,Electrical Contractors and Other Wiring Installation Contractors
1112,238210,Electrical Contractors and Other Wiring Installation Contractors
1113,811310,Commercial and Industrial Machinery and Equipment (Except Automotive and Electronic) Repair and Maintenance
1114,238210,Electrical Contractors and Other Wiring Installation Contractors
1115,238210,Electrical Contractors and Other Wiring Installation Contractors
1116,811212,Computer and Office Machine Repair and Maintenance
1117,811219,Other Electronic and Precision Equipment Repair and Maintenance
1118,238210,Electrical Contractors and Other Wiring Installation Contractors
1119,811212,Computer and Office Machine Repair and Maintenance
1120,811490,Other Personal and Household Goods Repair and Maintenance
1121,811490,Other Personal and Household Goods Repair and Maintenance
1122,238210,Electrical Contractors and Other Wiring Installation Contractors
1123,454210,Vending Machine Operators
1124,454210,Vending Machine Operators
1125,454210,Vending Machine Operators
1126,811490,Other Personal and Household Goods Repair and Maintenance
1127,454210,Vending Machine Operators
1128,454210,Vending Machine Operators
1129,454210,Vending Machine Operators
1130,238190,"Other Foundation, Structure, and Building Exterior Contractors"
1131,238110,Poured Concrete Foundation and Structure Contractors
1132,238110,Poured Concrete Foundation and Structure Contractors
1133,238110,Poured Concrete Foundation and Structure Contractors
1134,238110,Poured Concrete Foundation and Structure Contractors
1135,238390,Other Building Finishing Contractors
1136,238990,All Other Specialty Trade Contractors
1137,238120,Structural Steel and Precast Concrete Contractors
1138,238190,"Other Foundation, Structure, and Building Exterior Contractors"
1139,238990,All Other Specialty Trade Contractors
1140,238990,All Other Specialty Trade Contractors
1141,238110,Poured Concrete Foundation and Structure Contractors
1142,238110,Poured Concrete Foundation and Structure Contractors
1143,238390,Other Building Finishing Contractors
1144,238910,Site Preparation Contractors
1145,238110,Poured Concrete Foundation and Structure Contractors
1146,238990,All Other Specialty Trade Contractors
1147,238990,All Other Specialty Trade Contractors
1148,238110,Poured Concrete Foundation and Structure Contractors
1149,238990,All Other Specialty Trade Contractors
1150,238140,Masonry Contractors
1151,237310,"Highway, Street, and Bridge Construction"
1152,237310,"Highway, Street, and Bridge Construction"
1153,238140,Masonry Contractors
1154,238990,All Other Specialty Trade Contractors
1155,238990,All Other Specialty Trade Contractors
1156,238990,All Other Specialty Trade Contractors
1157,238340,Tile and Terrazzo Contractors
1158,236220,Commercial and Institutional Building Construction
1159,236220,Commercial and Institutional Building Construction
1160,238130,Framing Contractors
1161,236116,New Multifamily Housing Construction (Except For-Sale Builders)
1162,238290,Building Equipment Contractors
1163,236220,Commercial and Institutional Building Construction
1164,236220,Commercial and Institutional Building Construction
1165,236210,Industrial Building Construction
1166,238130,Framing Contractors
1167,213112,Support Activities for Oil and Gas Operations
1168,238130,Framing Contractors
1169,238170,Siding Contractors
1170,238130,Framing Contractors
1171,238910,Site Preparation Contractors
1172,238350,Finish Carpentry Contractors
1173,238330,Flooring Contractors
1174,238130,Framing Contractors
1175,238130,Framing Contractors
1176,238310,Drywall and Insulation Contractors
1177,238150,Glass and Glazing Contractors
1178,562910,Remediation Services
1179,562211,Hazardous Waste Treatment and Disposal
1180,238320,Painting and Wall Covering Contractors
1181,238320,Painting and Wall Covering Contractors
1182,238320,Painting and Wall Covering Contractors
1183,238390,Other Building Finishing Contractors
1184,238330,Flooring Contractors
1185,238310,Drywall and Insulation Contractors
1186,238310,Drywall and Insulation Contractors
1187,238310,Drywall and Insulation Contractors
1188,238310,Drywall and Insulation Contractors
1189,238390,Other Building Finishing Contractors
1190,238320,Painting and Wall Covering Contractors
1191,238110,Poured Concrete Foundation and Structure Contractors
1192,237310,"Highway, Street, and Bridge Construction"
1193,237310,"Highway, Street, and Bridge Construction"
1194,237310,"Highway, Street, and Bridge Construction"
1195,237310,"Highway, Street, and Bridge Construction"
1196,238910,Site Preparation Contractors
1197,238910,Site Preparation Contractors
1198,238190,"Other Foundation, Structure, and Building Exterior Contractors"
1199,238390,Other Building Finishing Contractors
1200,238190,"Other Foundation, Structure, and Building Exterior Contractors"
1201,238120,Structural Steel and Precast Concrete Contractors
1202,238120,Structural Steel and Precast Concrete Contractors
1203,238220,"Plumbing, Heating, and Air Conditioning Contractors"
1204,238220,"Plumbing, Heating, and Air Conditioning Contractors"
1205,238220,"Plumbing, Heating, and Air Conditioning Contractors"
1206,238160,Roofing Contractors
1207,238160,Roofing Contractors
1208,238160,Roofing Contractors
1209,237990,Other Heavy and Civil Engineering Construction
1210,236220,Commercial and Institutional Builing Construction
1211,562119,Other Waste Collection
1212,488210,Support Activities for Rail Transportation
1213,561612,Security Guards and Patrol Services
1214,236118,Residential Remodelers
1215,236118,Residential Remodelers
1216,236115,New Single-Family Housing Construction (Except For-Sale Builders)
1217,236117,New Housing For-Sale Builders
1218,236116,New Multifamily Housing Construction (Except For-Sale Builders)
1219,236117,New Housing For-Sale Builders
1220,236118,Residential Remodelers
1221,238170,Siding Contractors
1222,238290,Other Building Equipment Contractors
1223,238990,All Other Specialty Trade Contractors
1224,561491,Repossession Services
